team,points,op team,op points,home away,season,vegas line,o/u margin,vegas line total,assists,ats streak,attendance,biggest lead,blocks,conference west/east,defensive rebounds,fast break points,field goals attempted,field goal percentage,fouls,free throws made,free throw percentage,lead changes,losses,margin after the first,margin at the half,matchup losses,matchup wins,offensive rebounds,officials,ou streak,overtime,points in the paint,rest,site streak,steals,streak,team rebounds,three pointers made,time of game,turnovers,wins,win percentage,matchup,o/u,WL,o/u margin class,time zone__C,time zone__M,time zone__P,division__Atlantic,division__Central,division__Northwest,division__Pacific,division__Southeast,division__Southwest,day__Friday,day__Monday,day__Saturday,day__Sunday,day__Thursday,day__Tuesday,day__Wednesday
Clippers,130,Suns,88,1,2017,-13.5,-2.5,220.5,26.0,1,19068.0,43.0,2.0,1,42.0,19.0,88.0,54.55,32.0,22.0,73.33,3.0,0,5.0,14.0,0,0,10.0,"['Nick Buchert', 'Brett Nansel', 'Bennie Adams']",-1,0.0,66.0,1.0,-1,12.0,1,5.0,12.0,133.0,12.0,1,0.0,Clippers Suns,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Suns,88,Clippers,130,0,2017,13.5,-2.5,220.5,19.0,-2,19068.0,2.0,3.0,1,32.0,5.0,71.0,38.03,27.0,28.0,73.68,3.0,2,-5.0,-14.0,0,0,4.0,"['Nick Buchert', 'Brett Nansel', 'Bennie Adams']",1,0.0,36.0,0.0,2,8.0,-2,9.0,6.0,133.0,19.0,0,0.0,Suns Clippers,0,-1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Grizzlies,111,Warriors,101,1,2017,7.5,-0.5,212.5,20.0,1,17794.0,19.0,4.0,1,34.0,21.0,77.0,46.75,25.0,29.0,78.38,8.0,0,5.0,5.0,0,0,6.0,"['Scott Wall', 'Brian Forte', 'Jacyn Goble']",-1,0.0,48.0,2.0,1,8.0,1,9.0,10.0,138.0,14.0,1,0.0,Grizzlies Warriors,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Warriors,101,Grizzlies,111,0,2017,-7.5,-0.5,212.5,20.0,-2,17794.0,5.0,7.0,1,34.0,32.0,84.0,39.29,28.0,23.0,85.19,8.0,1,-5.0,-5.0,0,0,12.0,"['Scott Wall', 'Brian Forte', 'Jacyn Goble']",2,0.0,36.0,0.0,-1,10.0,1,9.0,12.0,138.0,17.0,1,100.0,Warriors Grizzlies,0,-1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Heat,112,Pacers,108,1,2017,-9.0,6.5,213.5,24.0,-1,19600.0,21.0,11.0,0,39.0,15.0,87.0,51.72,19.0,8.0,57.14,5.0,1,-5.0,13.0,0,0,6.0,"['Mark Lindsay', 'Eric Lewis', 'Curtis Blair']",1,0.0,56.0,2.0,-1,6.0,-1,8.0,14.0,127.0,14.0,0,0.0,Heat Pacers,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Pacers,108,Heat,112,0,2017,9.0,6.5,213.5,18.0,-1,19600.0,5.0,4.0,0,32.0,5.0,96.0,44.79,18.0,15.0,71.43,5.0,1,5.0,-13.0,0,0,13.0,"['Mark Lindsay', 'Eric Lewis', 'Curtis Blair']",-1,0.0,56.0,0.0,2,9.0,-1,9.0,7.0,127.0,11.0,1,100.0,Pacers Heat,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jazz,96,Thunder,87,1,2017,4.0,-17.0,200.0,22.0,2,18300.0,20.0,4.0,1,34.0,7.0,77.0,49.35,21.0,11.0,78.57,3.0,1,7.0,10.0,0,0,7.0,"['Kevin Scott', 'Sean Wright', 'James Williams']",-2,0.0,40.0,0.0,-1,11.0,-1,4.0,9.0,125.0,18.0,1,100.0,Jazz Thunder,0,1,-1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Thunder,87,Jazz,96,0,2017,-4.0,-17.0,200.0,15.0,1,18300.0,6.0,4.0,1,30.0,8.0,78.0,41.03,16.0,12.0,63.16,3.0,0,-7.0,-10.0,0,0,8.0,"['Kevin Scott', 'Sean Wright', 'James Williams']",-1,0.0,20.0,1.0,1,14.0,1,12.0,11.0,125.0,17.0,1,0.0,Thunder Jazz,0,-1,-1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Knicks,107,Pistons,111,1,2017,2.0,12.0,206.0,20.0,-1,19812.0,21.0,2.0,0,27.0,3.0,81.0,45.68,21.0,25.0,80.65,14.0,1,9.0,13.0,0,0,12.0,"['Marat Kogut', 'Courtney Kirkland', 'Lauren Holtkamp']",-1,0.0,46.0,1.0,-1,6.0,-1,12.0,8.0,133.0,12.0,0,0.0,Knicks Pistons,1,-1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Pistons,111,Knicks,107,0,2017,-2.0,12.0,206.0,21.0,2,19812.0,6.0,2.0,0,28.0,4.0,91.0,48.35,25.0,14.0,93.33,14.0,1,-9.0,-13.0,0,0,15.0,"['Marat Kogut', 'Courtney Kirkland', 'Lauren Holtkamp']",1,0.0,54.0,0.0,-1,5.0,-1,4.0,9.0,133.0,12.0,1,100.0,Pistons Knicks,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Nuggets,96,Kings,79,1,2017,-12.0,-37.0,212.0,25.0,-1,19520.0,21.0,2.0,1,40.0,16.0,85.0,43.53,19.0,12.0,60.0,3.0,1,-1.0,8.0,0,0,18.0,"['Mike Callahan', 'Mark Ayotte', 'Phenizee Ransom']",-1,0.0,52.0,2.0,-1,7.0,-1,9.0,10.0,146.0,16.0,0,0.0,Nuggets Kings,0,1,-1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Kings,79,Nuggets,96,0,2017,12.0,-37.0,212.0,15.0,2,19520.0,3.0,3.0,1,27.0,12.0,85.0,36.47,21.0,9.0,69.23,3.0,1,1.0,-8.0,0,0,12.0,"['Mike Callahan', 'Mark Ayotte', 'Phenizee Ransom']",-2,0.0,34.0,0.0,-1,6.0,1,8.0,8.0,146.0,13.0,1,100.0,Kings Nuggets,0,-1,-1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Raptors,128,Seventysixers,94,1,2017,-9.5,4.0,218.0,23.0,1,19800.0,34.0,10.0,0,43.0,12.0,89.0,47.19,29.0,31.0,83.78,1.0,0,17.0,13.0,0,0,8.0,"['Bill Spooner', 'Jason Goldenberg', 'Ben Taylor']",1,0.0,42.0,1.0,1,5.0,1,8.0,13.0,138.0,13.0,1,0.0,Raptors Seventysixers,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Seventysixers,94,Raptors,128,0,2017,9.5,4.0,218.0,18.0,-1,19800.0,2.0,4.0,0,33.0,5.0,82.0,39.02,26.0,22.0,61.11,1.0,2,-17.0,-13.0,0,0,8.0,"['Bill Spooner', 'Jason Goldenberg', 'Ben Taylor']",-1,0.0,32.0,0.0,1,5.0,-2,17.0,8.0,138.0,20.0,0,0.0,Seventysixers Raptors,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Rockets,107,Mavericks,91,1,2017,-12.5,-16.5,214.5,17.0,-1,18055.0,36.0,4.0,1,46.0,4.0,82.0,47.56,24.0,18.0,81.82,3.0,0,13.0,23.0,0,0,8.0,"['CJ Washington', 'Matt Boland', 'James Capers']",-1,0.0,50.0,2.0,-2,12.0,2,4.0,11.0,126.0,13.0,2,0.0,Rockets Mavericks,0,1,-1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Mavericks,91,Rockets,107,0,2017,12.5,-16.5,214.5,19.0,-2,18055.0,3.0,0.0,1,33.0,0.0,84.0,36.9,19.0,16.0,76.19,3.0,2,-13.0,-23.0,0,0,8.0,"['CJ Washington', 'Matt Boland', 'James Capers']",-1,0.0,30.0,0.0,2,6.0,-2,6.0,13.0,126.0,14.0,0,0.0,Mavericks Rockets,0,-1,-1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Lakers,112,Pelicans,119,1,2017,5.0,9.0,222.0,27.0,1,18997.0,5.0,6.0,1,29.0,20.0,90.0,48.89,24.0,15.0,75.0,2.0,1,-12.0,-13.0,0,0,9.0,"['Nick Buchert', 'Brett Nansel', 'Rodney Mott']",1,0.0,60.0,1.0,-1,7.0,1,5.0,9.0,131.0,17.0,1,100.0,Lakers Pelicans,1,-1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Pelicans,119,Lakers,112,0,2017,-5.0,9.0,222.0,26.0,1,18997.0,22.0,5.0,1,36.0,18.0,83.0,56.63,20.0,15.0,71.43,2.0,2,12.0,13.0,0,0,6.0,"['Nick Buchert', 'Brett Nansel', 'Rodney Mott']",1,0.0,68.0,1.0,1,14.0,-2,8.0,10.0,131.0,18.0,0,0.0,Pelicans Lakers,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Nets,116,Hawks,104,1,2017,-2.5,-1.0,221.0,27.0,1,13917.0,16.0,8.0,0,38.0,22.0,87.0,47.13,27.0,23.0,67.65,7.0,1,-6.0,3.0,0,0,13.0,"['David Guthrie', 'Mitchell Ervin', 'Eric Dalen']",2,0.0,46.0,1.0,1,12.0,1,13.0,11.0,144.0,18.0,1,100.0,Nets Hawks,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Hawks,104,Nets,116,0,2017,2.5,-1.0,221.0,21.0,-1,13917.0,7.0,2.0,0,32.0,7.0,94.0,34.04,25.0,33.0,91.67,7.0,1,6.0,-3.0,0,0,16.0,"['David Guthrie', 'Mitchell Ervin', 'Eric Dalen']",-1,0.0,36.0,1.0,-2,6.0,-1,10.0,7.0,144.0,16.0,1,100.0,Hawks Nets,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Thunder,113,Timberwolves,115,1,2017,-4.0,16.5,211.5,26.0,-1,18203.0,3.0,6.0,1,27.0,20.0,96.0,47.92,22.0,10.0,62.5,9.0,1,-5.0,-7.0,0,0,9.0,"['Jonathan Sterling', 'Tom Washington', 'Gary Zielinski']",-2,0.0,60.0,0.0,-1,9.0,-1,9.0,11.0,134.0,11.0,1,100.0,Thunder Timberwolves,1,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Timberwolves,115,Thunder,113,0,2017,4.0,16.5,211.5,25.0,-2,18203.0,14.0,1.0,1,35.0,6.0,86.0,50.0,17.0,19.0,82.61,9.0,1,5.0,7.0,0,0,10.0,"['Jonathan Sterling', 'Tom Washington', 'Gary Zielinski']",-1,0.0,52.0,1.0,1,5.0,1,13.0,10.0,134.0,17.0,1,100.0,Timberwolves Thunder,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Bucks,103,Hornets,94,1,2017,-7.0,-4.0,201.0,24.0,-2,12887.0,9.0,4.0,0,37.0,7.0,85.0,47.06,27.0,14.0,87.5,14.0,1,-7.0,-1.0,0,0,5.0,"['James Capers', 'Leroy Richardson', 'Ben Taylor']",3,0.0,56.0,1.0,2,8.0,1,5.0,9.0,130.0,13.0,2,200.0,Bucks Hornets,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Hornets,94,Bucks,103,0,2017,7.0,-4.0,201.0,17.0,1,12887.0,10.0,5.0,0,38.0,4.0,78.0,42.31,21.0,21.0,58.33,14.0,1,7.0,1.0,0,0,10.0,"['James Capers', 'Leroy Richardson', 'Ben Taylor']",-2,0.0,32.0,2.0,1,3.0,1,12.0,7.0,130.0,14.0,1,100.0,Hornets Bucks,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Heat,104,Hawks,93,1,2017,-11.0,-8.0,205.0,21.0,-2,19600.0,21.0,6.0,0,31.0,14.0,85.0,45.88,19.0,12.0,66.67,1.0,1,3.0,18.0,0,0,10.0,"['Ron Garretson', 'Marc Davis', 'Vladimir Voyard']",2,0.0,40.0,1.0,1,12.0,1,8.0,14.0,133.0,19.0,1,100.0,Heat Hawks,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Hawks,93,Heat,104,0,2017,11.0,-8.0,205.0,14.0,-2,19600.0,5.0,1.0,0,35.0,7.0,76.0,47.37,17.0,14.0,77.78,1.0,2,-3.0,-18.0,0,0,6.0,"['Ron Garretson', 'Marc Davis', 'Vladimir Voyard']",-2,0.0,44.0,0.0,-3,9.0,-2,6.0,7.0,133.0,20.0,1,50.0,Hawks Heat,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Mavericks,103,Warriors,133,1,2017,13.5,18.5,217.5,21.0,-3,19875.0,0.0,0.0,1,28.0,8.0,96.0,39.58,20.0,18.0,60.0,0.0,3,-16.0,-3.0,0,0,14.0,"['Derrick Collins', 'Tony Brown', 'Dedric Taylor']",-2,0.0,44.0,1.0,-1,11.0,-3,13.0,9.0,133.0,12.0,0,0.0,Mavericks Warriors,1,-1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Warriors,133,Mavericks,103,0,2017,-13.5,18.5,217.5,33.0,-3,19875.0,31.0,8.0,1,40.0,34.0,86.0,55.81,23.0,22.0,84.62,0.0,2,16.0,3.0,0,0,10.0,"['Derrick Collins', 'Tony Brown', 'Dedric Taylor']",-1,0.0,44.0,1.0,-2,6.0,-1,7.0,15.0,133.0,16.0,1,50.0,Warriors Mavericks,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Nuggets,104,Wizards,109,1,2017,-3.5,-10.0,223.0,27.0,1,14294.0,8.0,2.0,1,35.0,21.0,80.0,48.75,22.0,18.0,78.26,13.0,1,0.0,-1.0,0,0,9.0,"['Derrick Stafford', 'Scott Wall', 'Scott Twardoski']",-2,0.0,52.0,1.0,1,5.0,1,8.0,8.0,142.0,23.0,1,100.0,Nuggets Wizards,0,-1,-1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Wizards,109,Nuggets,104,0,2017,3.5,-10.0,223.0,24.0,-2,14294.0,8.0,3.0,0,28.0,18.0,84.0,44.05,24.0,26.0,92.86,13.0,0,0.0,1.0,0,0,10.0,"['Derrick Stafford', 'Scott Wall', 'Scott Twardoski']",2,0.0,38.0,2.0,2,13.0,2,5.0,9.0,142.0,15.0,2,0.0,Wizards Nuggets,0,1,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Pistons,86,Seventysixers,97,1,2017,-3.5,-31.0,214.0,14.0,3,13709.0,0.0,2.0,0,30.0,2.0,85.0,38.82,21.0,14.0,73.68,0.0,1,-9.0,-13.0,0,0,9.0,"['Brian Forte', 'J.T. Orr', 'Tyler Ford']",2,0.0,46.0,1.0,-2,5.0,1,7.0,6.0,134.0,14.0,2,200.0,Pistons Seventysixers,0,-1,-1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Seventysixers,97,Pistons,86,0,2017,3.5,-31.0,214.0,25.0,-2,13709.0,21.0,0.0,0,41.0,0.0,75.0,46.67,24.0,18.0,75.0,0.0,3,9.0,13.0,0,0,8.0,"['Brian Forte', 'J.T. Orr', 'Tyler Ford']",1,0.0,42.0,1.0,-1,11.0,-3,8.0,9.0,134.0,21.0,0,0.0,Seventysixers Pistons,0,1,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Rockets,90,Grizzlies,98,1,2017,-7.5,-23.0,211.0,25.0,1,17129.0,12.0,2.0,1,30.0,4.0,77.0,41.56,31.0,17.0,73.91,2.0,0,2.0,7.0,0,0,9.0,"['John Goble', 'Curtis Blair', 'Karl Lane']",-2,0.0,44.0,1.0,1,5.0,3,7.0,9.0,143.0,17.0,3,0.0,Rockets Grizzlies,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Grizzlies,98,Rockets,90,0,2017,7.5,-23.0,211.0,16.0,2,17129.0,8.0,2.0,1,35.0,0.0,68.0,42.65,21.0,34.0,91.89,2.0,0,-2.0,-7.0,0,0,3.0,"['John Goble', 'Curtis Blair', 'Karl Lane']",-2,0.0,40.0,1.0,2,6.0,2,9.0,6.0,143.0,12.0,2,0.0,Grizzlies Rockets,0,1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Spurs,101,Raptors,97,1,2017,-3.0,-4.0,202.0,19.0,0,18418.0,10.0,12.0,1,37.0,14.0,90.0,44.44,22.0,16.0,69.57,22.0,0,-2.0,0.0,0,0,18.0,"['Ken Mauer', 'Michael Smith', 'Haywoode Workman']",-1,0.0,58.0,1.0,-1,4.0,2,10.0,5.0,142.0,20.0,2,0.0,Spurs Raptors,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Raptors,97,Spurs,101,0,2017,3.0,-4.0,202.0,17.0,2,18418.0,6.0,4.0,0,29.0,14.0,80.0,42.5,30.0,19.0,79.17,22.0,0,2.0,0.0,0,0,5.0,"['Ken Mauer', 'Michael Smith', 'Haywoode Workman']",2,0.0,42.0,1.0,2,11.0,2,9.0,10.0,142.0,14.0,2,0.0,Raptors Spurs,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Suns,117,Kings,115,1,2017,1.0,23.0,209.0,20.0,-3,14903.0,22.0,5.0,1,39.0,11.0,77.0,54.55,25.0,23.0,85.19,1.0,3,19.0,8.0,0,0,6.0,"['Matt Boland', 'Sean Wright', 'Justin Van Duyne']",-1,0.0,50.0,1.0,-1,6.0,-3,9.0,10.0,138.0,21.0,0,0.0,Suns Kings,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Kings,115,Suns,117,0,2017,-1.0,23.0,209.0,19.0,-1,14903.0,2.0,2.0,1,24.0,17.0,99.0,43.43,25.0,20.0,68.97,1.0,2,-19.0,-8.0,0,0,13.0,"['Matt Boland', 'Sean Wright', 'Justin Van Duyne']",-3,0.0,48.0,1.0,-2,13.0,-1,13.0,9.0,138.0,9.0,1,50.0,Kings Suns,1,-1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Cavaliers,119,Bulls,112,1,2017,-14.5,23.0,208.0,28.0,-1,20562.0,11.0,3.0,0,31.0,8.0,83.0,51.81,14.0,17.0,77.27,3.0,1,-10.0,-3.0,0,0,8.0,"['JB DeRosa', 'Zach Zarba', 'Kevin Scott']",-1,0.0,38.0,2.0,1,5.0,-1,9.0,16.0,124.0,9.0,2,200.0,Cavaliers Bulls,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Bulls,112,Cavaliers,119,0,2017,14.5,23.0,208.0,28.0,0,20562.0,14.0,3.0,0,31.0,0.0,88.0,47.73,20.0,11.0,84.62,3.0,2,10.0,3.0,0,0,8.0,"['JB DeRosa', 'Zach Zarba', 'Kevin Scott']",-1,0.0,36.0,2.0,1,3.0,-2,6.0,17.0,124.0,9.0,0,0.0,Bulls Cavaliers,1,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Celtics,110,Knicks,89,1,2017,-8.5,-7.5,206.5,26.0,1,18624.0,25.0,7.0,0,36.0,12.0,75.0,49.33,24.0,22.0,81.48,5.0,2,13.0,21.0,0,0,5.0,"['Mike Callahan', 'Eric Dalen', 'Aaron Smith']",-1,0.0,40.0,3.0,-1,11.0,1,9.0,14.0,126.0,12.0,1,50.0,Celtics Knicks,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Knicks,89,Celtics,110,0,2017,8.5,-7.5,206.5,20.0,-2,18624.0,2.0,2.0,0,32.0,4.0,85.0,42.35,17.0,16.0,64.0,5.0,2,-13.0,-21.0,0,0,11.0,"['Mike Callahan', 'Eric Dalen', 'Aaron Smith']",1,0.0,58.0,2.0,1,8.0,-2,8.0,1.0,126.0,14.0,0,0.0,Knicks Celtics,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Clippers,102,Jazz,84,1,2017,-5.0,-10.5,196.5,21.0,2,16607.0,21.0,4.0,1,33.0,14.0,83.0,46.99,16.0,14.0,66.67,9.0,0,7.0,1.0,0,0,11.0,"['Sean Corbin', 'Matt Boland', 'Justin Van Duyne']",-2,0.0,52.0,2.0,1,12.0,2,7.0,10.0,122.0,13.0,2,0.0,Clippers Jazz,0,1,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Jazz,84,Clippers,102,0,2017,5.0,-10.5,196.5,20.0,3,16607.0,4.0,7.0,1,33.0,16.0,79.0,43.04,23.0,9.0,81.82,9.0,1,-7.0,-1.0,0,0,8.0,"['Sean Corbin', 'Matt Boland', 'Justin Van Duyne']",-3,0.0,34.0,2.0,1,7.0,1,6.0,7.0,122.0,18.0,2,200.0,Jazz Clippers,0,-1,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Magic,125,Nets,121,1,2017,-4.5,16.5,229.5,20.0,1,16015.0,6.0,5.0,0,38.0,11.0,83.0,49.4,23.0,35.0,87.5,9.0,1,0.0,0.0,1,0,6.0,"['Eric Lewis', 'Josh Tiven', 'Jacyn Goble']",-1,0.0,58.0,2.0,-2,8.0,1,6.0,8.0,187.0,11.0,2,200.0,Magic Nets,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Nets,121,Magic,125,0,2017,4.5,16.5,229.5,21.0,2,16015.0,12.0,4.0,0,35.0,16.0,96.0,41.67,27.0,30.0,88.24,9.0,1,0.0,0.0,0,1,14.0,"['Eric Lewis', 'Josh Tiven', 'Jacyn Goble']",-1,0.0,50.0,1.0,2,8.0,2,8.0,11.0,187.0,16.0,2,200.0,Nets Magic,1,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Timberwolves,107,Pacers,130,1,2017,-10.5,17.5,219.5,27.0,1,14353.0,5.0,4.0,1,18.0,6.0,86.0,48.84,14.0,14.0,63.64,10.0,1,-13.0,0.0,0,0,9.0,"['Tony Brothers', 'Marat Kogut', 'J.T. Orr']",1,0.0,54.0,1.0,-1,9.0,2,8.0,9.0,126.0,14.0,2,200.0,Timberwolves Pacers,1,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Pacers,130,Timberwolves,107,0,2017,10.5,17.5,219.5,31.0,1,14353.0,25.0,2.0,0,34.0,18.0,84.0,66.67,21.0,8.0,72.73,10.0,2,13.0,0.0,0,0,8.0,"['Tony Brothers', 'Marat Kogut', 'J.T. Orr']",1,0.0,54.0,2.0,-1,8.0,-2,6.0,10.0,126.0,17.0,1,50.0,Pacers Timberwolves,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Trailblazers,103,Pelicans,93,1,2017,-5.0,-21.0,217.0,17.0,3,19446.0,13.0,7.0,1,45.0,4.0,88.0,37.5,22.0,27.0,81.82,14.0,1,10.0,-1.0,0,0,18.0,"['Derek Richardson', 'Bill Kennedy', 'Mark Ayotte']",1,0.0,38.0,2.0,-3,7.0,-1,4.0,10.0,135.0,19.0,2,200.0,Trailblazers Pelicans,0,1,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Pelicans,93,Trailblazers,103,0,2017,5.0,-21.0,217.0,17.0,2,19446.0,5.0,7.0,1,38.0,2.0,76.0,39.47,26.0,24.0,75.0,14.0,2,-10.0,1.0,0,0,4.0,"['Derek Richardson', 'Bill Kennedy', 'Mark Ayotte']",2,0.0,34.0,1.0,-1,5.0,1,6.0,9.0,135.0,17.0,1,50.0,Pelicans Trailblazers,0,-1,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Heat,100,Spurs,117,1,2017,3.5,20.5,196.5,19.0,0,19600.0,3.0,2.0,0,28.0,9.0,80.0,46.25,25.0,17.0,94.44,4.0,1,0.0,-5.0,0,0,4.0,"['Monty McCutchen', 'Nick Buchert', 'Jacyn Goble']",-1,0.0,44.0,1.0,2,6.0,2,2.0,9.0,135.0,9.0,2,200.0,Heat Spurs,1,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Spurs,117,Heat,100,0,2017,-3.5,20.5,196.5,18.0,1,19600.0,20.0,3.0,1,36.0,1.0,76.0,55.26,20.0,23.0,76.67,4.0,0,0.0,5.0,0,0,8.0,"['Monty McCutchen', 'Nick Buchert', 'Jacyn Goble']",-2,0.0,44.0,1.0,1,6.0,3,7.0,10.0,135.0,15.0,3,0.0,Spurs Heat,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Hornets,110,Nuggets,93,1,2017,1.5,-8.0,211.0,18.0,-1,14253.0,27.0,5.0,0,40.0,11.0,80.0,47.5,16.0,21.0,80.77,2.0,2,4.0,23.0,0,0,9.0,"['Scott Foster', 'Tony Brown', 'Brandon Adair']",-3,0.0,30.0,1.0,-1,5.0,-1,8.0,13.0,129.0,14.0,1,50.0,Hornets Nuggets,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Nuggets,93,Hornets,110,0,2017,-1.5,-8.0,211.0,18.0,-1,14253.0,4.0,1.0,1,33.0,7.0,99.0,38.38,23.0,9.0,60.0,2.0,2,-4.0,-23.0,0,0,17.0,"['Scott Foster', 'Tony Brown', 'Brandon Adair']",-3,0.0,52.0,1.0,2,6.0,-1,7.0,8.0,129.0,13.0,1,50.0,Nuggets Hornets,0,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Lakers,102,Wizards,99,1,2017,5.5,-27.5,228.5,27.0,-1,18996.0,8.0,5.0,1,47.0,17.0,92.0,44.57,26.0,13.0,81.25,6.0,2,5.0,-4.0,0,0,6.0,"['Bennie Adams', 'Sean Wright', 'Tre Maddox']",2,1.0,54.0,2.0,1,9.0,-1,9.0,7.0,158.0,21.0,1,50.0,Lakers Wizards,0,1,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Wizards,99,Lakers,102,0,2017,-5.5,-27.5,228.5,20.0,1,18996.0,10.0,5.0,0,38.0,16.0,95.0,41.05,19.0,15.0,65.22,6.0,0,-5.0,4.0,0,0,7.0,"['Bennie Adams', 'Sean Wright', 'Tre Maddox']",-1,1.0,48.0,1.0,-1,11.0,3,11.0,6.0,158.0,13.0,3,0.0,Wizards Lakers,0,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Mavericks,103,Grizzlies,94,1,2017,3.0,0.0,197.0,20.0,-4,19674.0,19.0,4.0,1,31.0,7.0,74.0,48.65,20.0,20.0,68.97,2.0,4,14.0,8.0,0,0,4.0,"['Pat Fraher', 'Haywoode Workman', 'Brent Barnaky']",1,0.0,36.0,1.0,1,6.0,-4,11.0,11.0,135.0,11.0,0,0.0,Mavericks Grizzlies,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Grizzlies,94,Mavericks,103,0,2017,-3.0,0.0,197.0,14.0,3,19674.0,1.0,2.0,1,30.0,20.0,72.0,45.83,22.0,16.0,66.67,2.0,0,-14.0,-8.0,0,0,6.0,"['Pat Fraher', 'Haywoode Workman', 'Brent Barnaky']",-3,0.0,28.0,1.0,-1,7.0,3,12.0,12.0,135.0,17.0,3,0.0,Grizzlies Mavericks,1,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Nets,112,Cavaliers,107,1,2017,7.0,-5.0,224.0,22.0,3,17732.0,14.0,3.0,0,28.0,14.0,93.0,43.01,22.0,15.0,71.43,19.0,2,3.0,3.0,0,0,10.0,"['Rodney Mott', 'Leon Wood', 'Lauren Holtkamp']",1,0.0,32.0,0.0,-1,11.0,-1,11.0,17.0,147.0,12.0,2,100.0,Nets Cavaliers,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
